Item,Description,Brand,Packaging,Ship,Weight,Volume,Qty Break,Price
18601107,Paprika (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601108,Onion Powder (2.75 OZ),Badia,8x2.75 OZ,CS,2.00,0.00,0,12.25
18601109,Cumin Ground (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601110,Monosodium Glutamate (2.75 OZ),Badia,8x2.75 OZ,CS,2.00,0.00,0,12.25
18601111,Nutmeg Ground (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,17.75
18601112,Ground Ginger (1.50 OZ),Badia,8x1.50 OZ,CS,1.00,0.00,0,12.25
18601113,Cloves Ground (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,14.75
18601114,Pepper Ground Black (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601115,Curry Powder (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601116,Coriander Ground (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,12.25
18601117,Cinnamon Powder (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601118,Chives (0.25 OZ),Badia,8x0.25 OZ,CS,1.00,0.00,0,12.25
18601119,Chilli Powder (2.50 OZ),Badia,8x2.50 OZ,CS,2.00,0.00,0,12.25
18601121,Anise Seed (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,12.25
18601122,Basil (0.75 OZ),Badia,8x0.75 OZ,CS,1.00,0.00,0,12.25
18601124,Pepper Whole Black (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601125,Whole bay Leaves (0.17 OZ),Badia,8x0.17 OZ,CS,1.00,0.00,0,12.25
18601126,Pepper Ground White (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,16.25
18601127,Pine Nuts (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,29.25
18601128,Garlic Salt (4.5 OZ),Badia,8x4.5 OZ,CS,3.00,0.00,0,12.25
18601129,Complete Seasoning® (3.5 OZ),Badia,8x3.5 OZ,CS,2.00,0.00,0,12.25
18601130,Oregano Ground (1.5 OZ),Badia,8x1.5 OZ,CS,1.00,0.00,0,12.25
18601131,Bay Leaves Ground (1.75 OZ),Badia,8x1.75 OZ,CS,1.00,0.00,0,12.25
18601132,Pinto Bean Seasoning (20.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,12.25
18601133,Table Salt (5.5 OZ),Badia,8x5.5 OZ,CS,3.00,0.00,0,6.75
18601134,Chile & Lime (3 OZ),Badia,8x3 OZ,CS,2.00,0.00,0,12.25
18601135,Cloves Whole (1.25 OZ),Badia,8x1.25 OZ,CS,1.00,0.00,0,15.00
18601136,Allspice Ground (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,14.25
18601137,Allspice Whole (1.5 OZ),Badia,8x1.5 OZ,CS,1.00,0.00,0,12.25
18601138,Seasoned Salt (4.5 OZ),Badia,8x4.5 OZ,CS,3.00,0.00,0,12.25
18601139,Celery Salt (4.5 OZ),Badia,8x4.5 OZ,CS,3.00,0.00,0,12.25
18601140,Taco Seasoning (2.75 OZ),Badia,8x2.75 OZ,CS,2.00,0.00,0,12.25
18601141,Chipotle Ground (2.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,18.75
18601142,Arrowroot (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601143,Fajita Seasoning (2.75 OZ),Badia,8x2.75 OZ,CS,2.00,0.00,0,12.25
18601144,Yellow Coloring/Amarillo (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,12.25
18601145,Poppy Seed (2.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,12.25
18601146,Tarragon (0.5 OZ),Badia,8x0.5 OZ,CS,1.00,0.00,0,12.25
18601147,Dill Weed (0.5 OZ),Badia,8x0.5 OZ,CS,1.00,0.00,0,12.25
18601148,Caraway Seed,Badia,8x2 OZ,CS,2.00,0.00,0,12.25
18601149,Nutmeg Whole (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,17.25
18601150,Jalapeno Ground (2 OZ),Badia,8x2 OZ,CS,1.00,0.00,0,17.75
18601151,Black Pepper Whole (2.25 OZ),Badia,8x2.25 OZ,CS,2.00,0.00,0,18.75
18601152,Peppercorn Melange (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,23.25
18601153,Pink Himalayan Salt (4.50 OZ),Badia,8x4.50 OZ,CS,3.00,0.00,0,17.50
18601154,Sea Salt (4.25 OZ),Badia,8x4.25 OZ,CS,3.00,0.00,0,17.50
18601200,Red Pepper Crushed (4.5 OZ),Badia,12x4.5 OZ,CS,5.00,0.01,0,26.25
18601201,Onion Powder (9.5 OZ),Badia,12x9.5 OZ,CS,9.00,0.01,0,37.25
18601202,Garlic Powder (10.5 OZ),Badia,12x10.5 OZ,CS,9.00,0.01,0,39.25
18601203,Garlic Ground w/Parsley (5 OZ),Badia,6x5 OZ,CS,3.00,0.00,0,19.25
18601204,Curry Powder (7 OZ),Badia,12x7 OZ,CS,7.00,0.01,0,32.75
18601205,Cumin Ground (7 OZ),Badia,12x7 OZ,CS,7.00,0.01,0,29.75
18601206,Complete Seasoning (12 OZ),Badia,12x12 OZ,CS,11.00,0.01,0,38.75
18601208,Organic Chia Seed (9 OZ),Badia,8x9 OZ,CS,5.00,0.01,0,33.75
18601209,Black Pepper Ground (7 OZ),Badia,12x7 OZ,CS,7.00,0.01,0,43.25
18601211,Parsley Flakes (1 OZ),Badia,12x1 OZ,CS,2.00,0.01,0,21.75
18601212,Oregano Whole (2.25 OZ),Badia,12x2.25 OZ,CS,3.00,0.01,0,21.75
18601213,Asian Five Spice (4 OZ),Badia,6x4 OZ,CS,2.00,0.00,0,14.25
18601214,Cinnamon Sticks (3 OZ),Badia,12x3 OZ,CS,4.00,0.01,0,57.25
18601215,Ground White Pepper (9 OZ),Badia,12x9 OZ,CS,8.00,0.01,0,70.25
18601216,Organic Tri-Color Sesame Seed (5 OZ),Badia,6x5 OZ,CS,3.00,0.00,0,17.50
18601217,Sriracha Salt (8 OZ),Badia,6x8 OZ,CS,4.00,0.00,0,18.25
18601218,Merlot Salt (9 OZ),Badia,6x9 OZ,CS,4.00,0.00,0,29.25
18601219,Citrus Salt (7 OZ),Badia,6x7 OZ,CS,4.00,0.00,0,14.75
18601220,Cilantro Lime Pepper Salt (8 OZ),Badia,6x8 OZ,CS,4.00,0.00,0,14.75
18601221,Black Garlic Pink Salt (9 OZ),Badia,6x9 OZ,CS,4.00,0.00,0,15.75
18601222,Brisket Rub Seasoning (6 OZ),Badia,6x6 OZ,CS,3.00,0.00,0,15.75
18601223,Holy Smokes Pork & Meat Rub (5.5 OZ),Badia,6x5.5 OZ,CS,3.00,0.00,0,17.75
18601224,Adobo without Pepper (7 OZ),Badia,6x7 OZ,CS,3.00,0.00,0,11.75
18601225,Adobo with Pepper (7 OZ),Badia,6x7 OZ,CS,3.00,0.00,0,10.25
18601226,Black Truffle Sea Salt (9 OZ),Badia,6x9 OZ,CS,4.00,0.00,0,35.75
18601227,Herbs De Provence (1.50 OZ),Badia,6x1.50 OZ,CS,1.00,0.00,0,14.00
18601228,Italian Seasoning (1.25 OZ),Badia,6x1.25 OZ,CS,1.00,0.00,0,14.00
18601229,Garam Masala/Indian All Purpose Blend (4.25 OZ),Badia,6x4.25 OZ,CS,2.00,0.00,0,23.00
18601230,Barbecue Spice (3.50 OZ),Badia,6x3.50 OZ,CS,2.00,0.00,0,14.00
18601231,Jerk Seasoning (5 OZ),Badia,6x5 OZ,CS,3.00,0.00,0,15.25
18601500,Ground White Pepper (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,58.50
18601501,Turmeric Ground (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,27.50
18601502,Parsley Flakes (2 OZ),Badia,6x2 OZ,CS,2.00,0.01,0,17.75
18601503,Paprika (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,32.25
18601504,Curry Powder (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,32.25
18601505,Cumin Seed Ground (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,28.25
18601506,Crushed Red Pepper (12 OZ),Badia,6x12 OZ,CS,6.00,0.01,0,28.25
18601507,Coriander Seeds (12 OZ),Badia,6x12 OZ,CS,5.00,0.01,0,20.00
18601508,Cilantro (3.5 OZ),Badia,6x3.5 OZ,CS,3.00,0.01,0,24.25
18601510,Fine Ground Black Pepper (16 OZ),Badia,6x16 OZ,CS,7.00,0.01,0,35.75
18601511,Ground Black Pepper (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,43.25
18601512,Basil Leaves (4 OZ),Badia,6x4 OZ,CS,3.00,0.01,0,17.25
18601513,Sea Salt Fine (40 OZ),Badia,6x40 OZ,CS,17.00,0.01,0,25.75
18601514,Sea Salt Coarse (38 OZ),Badia,6x38 OZ,CS,16.00,0.01,0,25.25
18601516,Meat Tenderizer (2 LBS),Badia,6x2 LB,CS,14.00,0.01,0,20.25
18601517,Allspices Ground (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,46.75
18601518,Garlic Powder (16 OZ),Badia,6x16 OZ,CS,10.00,0.01,0,31.25
18601519,Onion Powder (18 OZ),Badia,6x18 OZ,CS,8.00,0.01,0,31.25
18601520,Annatto Whole (22 OZ),Badia,6x22 OZ,CS,10.00,0.01,0,39.25
18601521,Pepper Cayenne Red (16 OZ),Badia,6x16 OZ,CS,7.00,0.01,0,29.25
18601522,Pink Himalayan Salt (40 OZ),Badia,6x40 OZ,CS,17.00,0.01,0,28.25
18601523,Garlic Salt (2 LBS),Badia,6x2 LB,CS,14.00,0.01,0,23.25
18601524,Sage Ground (12 OZ),Badia,6x12 OZ,CS,6.00,0.01,0,27.25
18601525,Chicken Bouillon Cubes (32 OZ),Badia,6x32 OZ,CS,13.00,0.01,0,52.25
18601526,Beef Flavored Cubes (32 OZ),Badia,6x32 OZ,CS,14.00,0.01,0,52.25
18601527,Steak Seasoning (1.75 LBS),Badia,6x1.75 LB,CS,12.00,0.01,0,44.00
18601528,Garam Masala (16 OZ),Badia,6x16 OZ,CS,8.00,0.01,0,71.25
18601529,Seafood Seasoning Creole Blend (Blackened) (1.5 LBS),Badia,6x1.5 LB,CS,10.00,0.01,0,38.25
18601530,Kosher Salt (42 OZ),Badia,4x42 OZ,CS,12.00,0.01,0,16.75
18601531,Iodized Salt (40 OZ),Badia,4x40 OZ,CS,12.00,0.01,0,10.75
18601541,Seasoned Salt (2 LBS),Badia,6x2 LB,CS,14.00,0.01,0,22.25
18601702,Garlic Granulated (5.5 LBS),Badia,4x5.5 LB,CS,27.00,0.00,0,73.00
18601703,Garlic Powder (4LBS),Badia,4x4 LB,CS,19.00,0.00,0,73.25
18601704,Paprika (4.5LBS),Badia,4x4.5 LB,CS,21.00,0.00,0,83.25
18601705,Pepper Black Ground (4LBS),Badia,4x4 LB,CS,19.00,0.00,0,105.25
18601706,Pepper Red Crushed (3LBS),Badia,4x3 LB,CS,15.00,0.00,0,58.25
18601707,Pepper White Ground (4LBS),Badia,4x4 LB,CS,19.00,0.00,0,143.25
18601800,Organic Flax Seed Ground (6 OZ),Badia,8x6 OZ,CS,4.00,0.01,0,13.75
18601801,Organic Flax Seed Whole (8 OZ),Badia,8x8 OZ,CS,5.00,0.01,0,16.75
18601803,Organic Crystallized Ginger (10 OZ),Badia,12x10 OZ,CS,9.00,0.01,0,71.25
18601804,Organic Turmeric (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.75
18601806,Organic Onion (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,18.75
18601807,Organic Mustard Powder (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.75
18601808,Organic Cardamom Whole (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,49.25
18601809,Organic Crushed Red Pepper (1.25 OZ),Badia,8x1.25 OZ,CS,2.00,0.00,0,18.25
18601810,Organic Celery Seed (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.25
18601811,Organic Cayenne (1.75 OZ),Badia,8x1.75 OZ,CS,2.00,0.00,0,18.25
18601812,Organic Black Sesame (2.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,18.25
18601813,Organic Black Pepper (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,19.25
18601814,Organic Garlic Powder (3 OZ),Badia,8x3 OZ,CS,2.00,0.00,0,18.25
18601815,Organic Bay Leaves (0.15 OZ),Badia,8x0.15 OZ,CS,1.00,0.00,0,18.25
18601816,Organic Basil Leaves (0.75 OZ),Badia,8x0.75 OZ,CS,1.00,0.00,0,18.25
18601817,Organic Cinnamon Sticks (0.75 OZ),Badia,8x0.75 OZ,CS,1.00,0.00,0,18.25
18601818,Organic Thyme Leaves (0.75 OZ),Badia,8x0.75 OZ,CS,1.00,0.00,0,18.25
18601819,Organic Rosemary Leaves (1 OZ),Badia,8x1 OZ,CS,1.00,0.00,0,18.25
18601820,Organic Ground Cumin (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.25
18601821,Organic Paprika (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.25
18601822,Organic Curry Powder (2 OZ),Badia,8x2 OZ,CS,2.00,0.00,0,18.25
18601823,Organic Ground Cardamom (2.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,77.25
18601824,Organic Cinnamon Powder (2.5 OZ),Badia,8x2.5 OZ,CS,2.00,0.00,0,18.25
18601904,Oregano (0.5 OZ),Badia,12x0.5 OZ,CS,1.00,0.00,0,8.75
18601910,Ground Cinnamon (0.5 OZ),Badia,12x0.5 OZ,CS,1.00,0.00,0,8.75
18601913,Linden Leaves (0.25 OZ),Badia,12x0.25 OZ,CS,1.00,0.00,0,8.75
18601916,Crushed Red Pepper (0.5 OZ),Badia,12x0.5 OZ,CS,1.00,0.00,0,8.75
18601918,Parsley Flakes (0.25 OZ),Badia,12x0.25 OZ,CS,1.00,0.00,0,8.75
18601930,Garlic & Parsley (1.5 OZ),Badia,12x1.5 OZ,CS,2.00,0.00,0,8.75
18602001,Food Coloring (1.5 FL.OZ),Badia,12x1.2 FL.OZ,CS,2.00,0.00,0,23.50
18602002,Anise Pure Extract (2 FL.OZ),Badia,12x2 FL.OZ,CS,2.00,0.00,0,19.50
18602003,Almond Imit Extract (2 FL.OZ),Badia,12x2 FL.OZ,CS,2.00,0.00,0,19.50
18602004,Lemon Pure Extract (2 FL.OZ),Badia,12x2 FL.OZ,CS,2.00,0.00,0,19.50
18602101,Kingsford Lemon Pepper (10.5 LBS),Badia,4x1.5 LB,CS,8.00,0.01,0,29.25
18602102,Kingsford Cajun Style (23 OZ),Badia,4x23 OZ,CS,7.00,0.01,0,28.25
18602103,Kingsford Garlic Herbs Seasoning (25 OZ),Badia,4x25 OZ,CS,7.00,0.01,0,23.50
18602104,Kingsford Original No Salt (4.25 OZ),Badia,6x4.25 OZ,CS,3.00,0.00,0,15.25
18602105,Kingsford Original (8.75 OZ),Badia,6x8.75 OZ,CS,4.00,0.00,0,15.25
18602106,Kingsford Lemon Pepper (6.5 OZ),Badia,6x6.5 OZ,CS,4.00,0.00,0,15.25
18602107,Kingsford Cajun Style (5 OZ),Badia,6x5 OZ,CS,3.00,0.00,0,15.25
18602108,Kingsford Garlic & Herbs (5.5 OZ),Badia,6x5.5 OZ,CS,3.00,0.00,0,15.25
18602305,Extra Virgin Olive Oil (500 ML),Badia,6x500 ML,CS,12.00,0.01,0,35.25
18602307,Extra Virgin Olive Oil (1 L),Badia,4x1 LT,CS,9.00,0.01,0,37.75
18602311,Extra Virgin Olive Oil (5 L),Badia,3x5 LT,CS,32.00,0.03,0,124.50
18602536,Indies Cassava Chip (Spicy),Indies,12x4 OZ,CS,4.00,0.03,0,28.25
18602538,Indies Cassava Chip (Original),Indies,12x4 OZ,CS,4.00,0.03,0,27.25
18602541,Tapioca Crackers (Kerapukaci),Rotary,10x7 OZ,CS,7.00,0.07,0,43.00
18602550,Shrimp Crackers 5X8 (Krupuk Udang),Komodo,48x8 OZ,CS,29.00,0.03,0,159.00
18602554,Mini Shrimp Crackers 2X3 (Krupuk Udang),Komodo,48x8 OZ,CS,26.00,0.04,0,159.00
18602556,Coated Peanuts Garlic,Garuda,60x130 G,CS,20.00,0.05,0,73.50
18602557,Coated Peanuts Hot & Spicy,Garuda,20x230 G,CS,12.00,0.03,0,48.75
18602702,Coconut Sugar (Gula Jawa),Intra,30x9.5 OZ,CS,19.00,0.01,0,63.75
18602706,Ginger Candy (Ting Ting Jahe),Sin A,4x20x4.4 OZ,CS,27.00,0.04,0,151.50
18602710,Coffee Candy,Bali's,12x5.3 OZ,CS,5.00,0.01,0,20.75
18602711,Espresso Candy,Bali's,12x5.3 OZ,CS,5.00,0.01,0,20.75
18602712,Coffee Latte Candy,Bali's,12x5.3 OZ,CS,5.00,0.01,0,20.75
18602713,Green Tea Latte Candy,Bali's,12x5.3 OZ,CS,5.00,0.01,0,20.75
18602714,Classic Iced Tea Candy,Bali's,12x5.3 OZ,CS,5.00,0.01,0,20.75
18602715,Citrus Green Tea Candy,Bali's,12x5.3 OZ,CS,5.00,0.00,0,20.75
18602800,Jahe Wangi(Ginger Tea),Intra,24x20x0.8 OZ,CS,25.00,0.03,0,85.25
18602804,Indocafe Coffee Mix,Indocafe,36x15x20 G,CS,31.00,0.05,0,114.00
18602806,Indocafe Cappuccino,Indocafe,24x5x25 G,CS,10.00,0.02,0,47.25
18602812,Cinnamon Ginger Drink,Singabera,24x5.1 OZ,CS,12.00,0.03,0,83.75
18603102,Atoom Instant Noodles (Mie Asli/Cap Atoom Bulan),Atoom,20x7 OZ,CS,10.00,0.02,0,22.25
18603204,Emping Belinjo (Melinjo Crack),Rotary,40x8 OZ,CS,22.00,0.06,0,108.50
18603206,Krupuk Ikan (Fish Crackers),Tuna,48x8.75 OZ,CS,29.00,0.03,0,156.00
18603207,Nona Ketupat,Nona,40x9 OZ,CS,26.00,0.02,0,60.00
18603208,Daun Salam (Dried Bay Leaves),Palm,50x0.8 OZ,CS,6.00,0.02,0,32.75
18603240,Candle Nuts (Kemiri),Rotary,48x7 OZ,CS,25.00,0.03,0,89.00
18604010,Sardines in Tomato Sauce,Ayam,12x7.5 OZ,CS,8.00,0.01,0,36.75
18607900,Soybean Cake (Tempeh) -F-,Turtle,12x8 OZ,CS,7.00,0.01,0,37.75
18700702,Premium Vietnamese Fish Sauce 500 ml,Red Boat,12x17 FL.OZ,CS,27.00,0.01,0,97.25
18707810,Young BoBo Chicken (Color Feather) -F-,Bo Bo P,10xAVG4 LB,CS,48.00,0.05,0,152.00
,,,,,,,3,151.24
,,,,,,,6,150.48
,,,,,,,10,149.72
18707812,Old Hen  -F-,Bo Bo P,12xAVG2.75 LB,CS,37.00,0.04,0,92.00
18707813,Young Silky Chicken (Black Chicken) -F-,Bo Bo P,16xAVG1.6 LB,CS,26.00,0.04,0,166.50
,,,,,,,3,165.67
,,,,,,,6,165.00
18807100,Cha Ca -F-,Lee's,20x24 OZ,CS,32.00,0.02,0,160.50
18907700,Wei Chuan Spring Roll Shells (25 Sheets) -F-,Wei Chuan,40x11 OZ,CS,33.00,0.03,0,58.50
19000500,Char Siu Mix (Chinese Barbecue Seasoning Mix),Noh,2x12x2.5 OZ,CS,5.00,0.01,0,30.75
19000504,Roast Chicken Mix,Noh,2x12x1.125 OZ,CS,3.00,0.01,0,30.75
19000506,Chinese Sweet-Sour Spareribs,Noh,2x12x1.5 OZ,CS,4.00,0.01,0,30.75
19000508,Korean Barbecue Mix,Noh,2x12x1.5 OZ,CS,3.00,0.01,0,30.75
19000510,Filipino Adobo Mix,Noh,2x12x1.125 OZ,CS,3.00,0.01,0,30.75
19000516,Chinese Fried Rice Mix,Noh,2x12x1 OZ,CS,3.00,0.01,0,30.75
19000518,Oriental Stir Fry Mix,Noh,2x12x1 OZ,CS,3.00,0.01,0,30.75
19000522,Hawaiian Spicy Chicken Seasoning Mix,Noh,2x12x2 OZ,CS,4.00,0.01,0,30.75
19105010,Beef Jerky (Mixed),China Meat,50x1.5 OZ,CS,6.00,0.00,0,128.25
19105014,Hot Beef Jerky,China Meat,50x1.5 OZ,CS,6.00,0.01,0,129.25
19105016,Fruit Beef Jerky,China Meat,50x1.5 OZ,CS,6.00,0.01,0,126.25
19105018,Hot Fruit Beef Jerky,China Meat,50x1.5 OZ,CS,6.00,0.01,0,126.25
19300400,Bun Bo Hue(Ori.Mixed Chili)M15,Thanh Loi,50x2 OZ,CS,8.00,0.01,0,50.25
19300410,Thit & Ca Kho (Spi/Cat Fish S)M16,Thanh Loi,50x2 OZ,CS,8.00,0.01,0,50.25
19300430,Ot Mau (Paprika Powder) (M37),Thanh Loi,50x2 OZ,CS,8.00,0.01,0,50.25
19300440,La Thom (Whole Bay Leaves)(M36,Thanh Loi,50x0.50 OZ,CS,3.00,0.02,0,51.25
19300460,Hot Dieu Mau (Annatto Seed)M35,Thanh Loi,50x2 OZ,CS,8.00,0.01,0,50.25
19300462,Bot Nghe (Tumeric Powder)(M34),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,52.25
19300464,Hot Ngo (Coriander) (M39),Thanh Loi,50x2 OZ,CS,8.00,0.01,0,51.25
19300466,Ot Mieng (Crush Chili) (M38),Thanh Loi,50x2 OZ,CS,8.00,0.01,0,51.25
19300500,Curry Powder Hot  (M31),Thanh Loi,50x2 OZ,CS,8.00,0.01,0,51.25
19300510,Curry Powder (M32),Thanh Loi,12x4 OZ,CS,4.00,0.01,0,58.25
19300530,Thinh So1/Roasted Rice Powder(M44),Thanh Loi,50x3 OZ,CS,10.00,0.01,0,57.25
19300540,Tom Rang Muoi (Shrimp Mix)M27,Thanh Loi,50x3 OZ,CS,10.00,0.02,0,56.25
19300545,Nau Bo Kho (Beef Spice)M14,Thanh Loi,50x2 OZ,CS,8.00,0.01,0,50.25
19300550,Spicy for Roast Rib Beef Chicken(M17),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,51.25
19300560,Tom & Bo Nuong Vi (Spi/B&S),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,47.25
19300570,Nau Mi Quong/Spice Noodle(M24),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,50.25
19300580,Lau Vit Nau Chao/Spi/Duck Soup(M25),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,47.25
19300590,Lam Nem Nuong (Spi.For Bbq),Thanh Loi,50x2 OZ,CS,7.00,0.01,0,49.25
19300591,Spicy for Roast Shrimp,Thanh Loi,50x2 OZ,CS,7.00,0.01,0,50.25
19300592,Gia Vi Pha Lau (Five Spice)M21,Thanh Loi,24x2 OZ,CS,5.00,0.01,0,62.25
19300594,Nau Pho(Chi.Special Spice)(M19,Thanh Loi,24x2 OZ,CS,5.00,0.01,0,61.25
19300600,G.V.Ca-BchChienBo(Seasoning Fry Chic)M28,Thanh Loi,50x3 OZ,CS,10.00,0.02,0,55.25
19303200,Bot Banh Bao (Steamed Bun Flr)M1,Thanh Loi,50x16 OZ,CS,53.00,0.04,0,79.75
19303210,Bot Banh Xeo (Prepared Flour)M12,Thanh Loi,50x12 OZ,CS,41.00,0.04,0,79.50
19303220,Bot Banh Bot Loc (C.Wet Rice Cake) (M4),Thanh Loi,50x12 OZ,CS,41.00,0.04,0,76.50
19303230,BotChienTom&Chuoi (Tempura Butter Mix) (M8),Thanh Loi,50x12 OZ,CS,41.00,0.04,0,75.50
19303240,Bot Banh Cuon (Wet Rice Flour)M6,Thanh Loi,50x12 OZ,CS,41.00,0.04,0,80.00
19303250,Bot Banh Beo (White Rice Cake)M2,Thanh Loi,50x12 OZ,CS,41.00,0.04,0,81.50
19303270,Bot Banh Bo ( Rice Cake Flour) (M3),Thanh Loi,50x12 OZ,CS,41.00,0.04,0,79.50
19303280,Bot Banh Cong (F.Shrimp Cake) (M5),Thanh Loi,50x12 OZ,CS,41.00,0.04,0,75.50
19303292,Steamed Pork Rice Cake (M9),Thanh Loi,50x12 OZ,CS,41.00,0.04,0,73.50
19402800,White Coffee Classic,Old town,20x15x38 G,CS,30.00,0.04,0,128.50
19402802,White Coffee Hazelnuts,Old town,20x15x38 G,CS,30.00,0.04,0,128.50
19506104,Fresh Egg Noodle  - F-,Kim Tar,20x1 LB,CS,23.00,0.03,0,49.75
19506120,Kim Tar Fresh Rice Stick (1#)  -F-,Kim Tar,30x1 LB,CS,32.00,0.03,0,45.00
,,,,,,,3,44.37
19506125,Rama Fresh Rice Stick (1#)  -F-,Rama,30x1 LB,CS,32.00,0.03,0,46.00
,,,,,,,3,45.40
19506129,Pad Thai(Fresh Rice Stick) -F-,Rama,30x1 LB,CS,32.00,0.03,0,45.00
19506130,Banh Bot Loc (Kiem E) -F-,Bayon,30x15 OZ,CS,30.00,0.02,0,54.00
19506136,Banh Canh -F-,Bayon,30x15 OZ,CS,30.00,0.02,0,54.00
19506890,Cha Chien (Fried Pork Patties) -F-,Phu-Huong,20x12 OZ,CS,17.00,0.02,0,88.25
19507794,Gio Song (Fresh Pork Paste) -F-,Phu-Huong,20x13 OZ,CS,19.00,0.02,0,88.25
19507797,Beef Meatballs -F-,Shun-Hing,24x10 OZ,CS,17.00,0.02,0,91.75
19507799,Beef & Tendons Meatballs -F-,Shun-Hing,24x10 OZ,CS,17.00,0.02,0,91.75
19507810,Fried Pork Sausage -F-,Asian Best,24x10 OZ,CS,19.00,0.03,0,103.75
19507820,Pork Loaf Wrapped in Banana Leaves  -F-,Asian Best,24x14 OZ,CS,26.00,0.03,0,94.00
19507821,Pork Loaf Wrapped in Banana Leaves (XL) -F-,Asian Best,12x2 LB,CS,28.00,0.03,0,112.00
19507830,Beef Meatballs -F-,Asian Best,24x12 OZ,CS,21.00,0.03,0,131.75
19507835,Beef Meatballs with Tendon (L) -F-,Asian Best,24x12 OZ,CS,21.00,0.03,0,133.25
19507836,Beef Meatballs with Tendon (XL) -F-,Asian Best,5x5 LB,CS,27.00,0.03,0,145.00
19507845,Pork Meatballs -F-,Asian Best,24x12 OZ,CS,20.00,0.03,0,94.75
19507892,Cha Que (Cinnamon Pork Patties) -F-,Phu-Huong,20x13 OZ,CS,19.00,0.02,0,89.75
19606860,T.O. Nam Sausage  -F-,T.O Nam,50x1.8 OZ,CS,8.00,0.01,0,50.75
19606862,Cambodia Beef Sausage (Oriental Brand Cured)-F-,T.O Nam,30x6 OZ,CS,12.00,0.01,0,61.75
19606864,T.O. Nam (Roll) -F-,T.O Nam,20x5.7 OZ,CS,9.00,0.01,0,53.25
19606866,Pork Ear Nam Sausage w/Chilli Pepper -F-,T.O Nam,50x1.8 OZ,CS,8.00,0.01,0,54.75
19606868,Large Pork Nam Sausage w/Chilli Pepper -F-,T.O Nam,10x10 OZ,CS,8.00,0.01,0,55.75
19606870,Cha Lua (Pork Roll Product) -F-,T.O Nam,20x16 OZ,CS,22.00,0.02,0,94.75
19607820,Oriental Brand Sausage -F-,T.O Nam,15x12 OZ,CS,13.00,0.02,0,59.75
19607821,Oriental Brand Sausage (Hot) -F-,T.O Nam,15x12 OZ,CS,13.00,0.02,0,59.75
19607822,Oriental Brand Sausage (Hot with Dill) -F-,T.O Nam,15x12 OZ,CS,13.00,0.02,0,59.75
19607824,Oriental Brand Sausage (Thai Style) -F-,T.O Nam,15x12 OZ,CS,13.00,0.02,0,58.75
19607825,TO Beef Ball -F-,T.O Nam,20x10 OZ,CS,15.00,0.02,0,85.75
19607826,TO Beef Ball (Tendon) -F-,T.O Nam,20x10 OZ,CS,15.00,0.02,0,85.75
